Schema Version,Record Type,Source Name,Source URL,Product Name,Description,Pricing,Category,Downloads,Likes,Tags,Collected At
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-TTS-12Hz-1.7B-Base,Qwen/Qwen3-TTS-12Hz-1.7B-Base,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,3613870,509,"safetensors, qwen3_tts, arxiv:2601.15621, license:apache-2.0, region:us, deploy:sagemaker",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-4B-Instruct-2507,Qwen/Qwen3-4B-Instruct-2507,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,3576665,958,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, license:apache-2.0, eval-results, text-generation-inference, endpoints_compatible, region:us, deploy:sagemaker, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen2.5-7B-Instruct-AWQ,Qwen/Qwen2.5-7B-Instruct-AWQ,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,3573503,51,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-7B-Instruct, base_model:quantized:Qwen/Qwen2.5-7B-Instruct, license:apache-2.0, text-generation-inference, endpoints_compatible, 4-bit, awq, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/ornith-ai/Ornith-1.5-35B-A3B-GGUF,ornith-ai/Ornith-1.5-35B-A3B-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,3539705,392,"transformers, gguf, text-generation, license:mit, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/nvidia/NVIDIA-Nemotron-3-Nano-4B-BF16,nvidia/NVIDIA-Nemotron-3-Nano-4B-BF16,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,3450615,117,"transformers, safetensors, nemotron_h, text-generation, nvidia, pytorch, conversational, custom_code, en, dataset:nvidia/Nemotron-CC-v2, dataset:nvidia/Nemotron-Post-Training-Dataset-v2, dataset:nvidia/Nemotron-Science-v1, dataset:nvidia/Nemotron-Instruction-Following-Chat-v1, dataset:nvidia/Nemotron-Agentic-v1, dataset:nvidia/Nemotron-Competitive-Programming-v1, dataset:nvidia/Nemotron-Math-Proofs-v1, dataset:nvidia/Nemotron-RL-Agentic-Conversational-Tool-Use-Pivot-v1, dataset:nvidia/Nemotron-RL-instruction_following, dataset:nvidia/Nemotron-RL-agent-calendar_scheduling, dataset:nvidia/Nemotron-RL-instruction_following-structured_outputs, arxiv:2511.16664, arxiv:2504.03624, arxiv:2512.20856, arxiv:2512.20848, arxiv:2412.02595, base_model:nvidia/NVIDIA-Nemotron-Nano-9B-v2, base_model:finetune:nvidia/NVIDIA-Nemotron-Nano-9B-v2, license:other, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/unsloth/Qwen3.8-27B-NVFP4,unsloth/Qwen3.8-27B-NVFP4,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,3448482,444,"safetensors, qwen3_5, unsloth, base_model:Qwen/Qwen3.8-27B, base_model:quantized:Qwen/Qwen3.8-27B, license:apache-2.0, compressed-tensors, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-1.7B,Qwen/Qwen3-1.7B,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,3431612,533,"transformers, safetensors, qwen3, text-generation, conversational, arxiv:2505.09388, base_model:Qwen/Qwen3-1.7B-Base, base_model:finetune:Qwen/Qwen3-1.7B-Base, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us, deploy:sagemaker, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/EleutherAI/pythia-160m,EleutherAI/pythia-160m,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,3422723,45,"transformers, pytorch, safetensors, gpt_neox, text-generation, causal-lm, pythia, en, dataset:EleutherAI/pile, arxiv:2304.01373, arxiv:2101.00027, arxiv:2201.07311, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/FacebookAI/xlm-roberta-large,FacebookAI/xlm-roberta-large,AI/ML model hosted on Hugging Face Hub,UNKNOWN,fill-mask,3415175,529,"transformers, pytorch, tf, jax, onnx, safetensors, xlm-roberta, fill-mask, exbert, multilingual, af, am, ar, as, az, be, bg, bn, br, bs, ca, cs, cy, da, de, el, en, eo, es, et, eu, fa, fi, fr, fy, ga, gd, gl, gu, ha, he, hi, hr, hu, hy, id, is, it, ja, jv, ka, kk, km, kn, ko, ku, ky, la, lo, lt, lv, mg, mk, ml, mn, mr, ms, my, ne, nl, no, om, or, pa, pl, ps, pt, ro, ru, sa, sd, si, sk, sl, so, sq, sr, su, sv, sw, ta, te, th, tl, tr, ug, uk, ur, uz, vi, xh, yi, zh, arxiv:1911.02116, license:mit, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/E-MIMIC/inclusively-reformulation-it5,E-MIMIC/inclusively-reformulation-it5,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,3358072,2,"transformers, pytorch, safetensors, t5, text2text-generation, license:cc-by-nc-sa-4.0, text-generation-inference, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/facebook/bart-large-mnli,facebook/bart-large-mnli,AI/ML model hosted on Hugging Face Hub,UNKNOWN,zero-shot-classification,3297294,1607,"transformers, pytorch, jax, rust, safetensors, bart, text-classification, zero-shot-classification, dataset:multi_nli, arxiv:1910.13461, arxiv:1909.00161, license:mit, endpoints_compatible, region:us, deploy:sagemaker, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-dutch,jonatasgrosman/wav2vec2-large-xlsr-53-dutch,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,3226398,17,"transformers, pytorch, jax, wav2vec2, automatic-speech-recognition, audio, hf-asr-leaderboard, mozilla-foundation/common_voice_6_0, nl, robust-speech-event, speech, xlsr-fine-tuning-week, dataset:common_voice, dataset:mozilla-foundation/common_voice_6_0, doi:10.57967/hf/0203, license:apache-2.0, model-index, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/cardiffnlp/twitter-roberta-base-sentiment-latest,cardiffnlp/twitter-roberta-base-sentiment-latest,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-classification,3222239,829,"transformers, pytorch, tf, roberta, text-classification, en, dataset:tweet_eval, arxiv:2202.03829, license:cc-by-4.0, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/google/gemma-4-E2B-it,google/gemma-4-E2B-it,AI/ML model hosted on Hugging Face Hub,UNKNOWN,any-to-any,3188731,950,"transformers, safetensors, gemma4, image-text-to-text, any-to-any, arxiv:2607.02770, base_model:google/gemma-4-E2B, base_model:finetune:google/gemma-4-E2B, license:apache-2.0, eval-results, endpoints_compatible, deploy:sagemaker, deploy:azure, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/charactr/vocos-mel-24khz,charactr/vocos-mel-24khz,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,3186665,43,"pytorch, arxiv:2306.00814, license:mit, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/facebook/dinov2-base,facebook/dinov2-base,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-feature-extraction,3175665,197,"transformers, pytorch, safetensors, dinov2, image-feature-extraction, dino, vision, arxiv:2304.07193, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/indonesian-nlp/wav2vec2-indonesian-javanese-sundanese,indonesian-nlp/wav2vec2-indonesian-javanese-sundanese,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,3160622,15,"transformers, pytorch, wav2vec2, automatic-speech-recognition, audio, hf-asr-leaderboard, id, jv, robust-speech-event, speech, su, sun, dataset:mozilla-foundation/common_voice_7_0, dataset:openslr, dataset:magic_data, dataset:titml, license:apache-2.0, model-index, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/google/gemma-4-12B-it,google/gemma-4-12B-it,AI/ML model hosted on Hugging Face Hub,UNKNOWN,any-to-any,3076461,1546,"transformers, safetensors, gemma4_unified, image-text-to-text, any-to-any, arxiv:2607.02770, base_model:google/gemma-4-12B, base_model:finetune:google/gemma-4-12B, license:apache-2.0, eval-results, endpoints_compatible, deploy:sagemaker, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen2.5-VL-3B-Instruct,Qwen/Qwen2.5-VL-3B-Instruct,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,3065055,696,"transformers, safetensors, qwen2_5_vl, image-text-to-text, multimodal, conversational, en, arxiv:2309.00071, arxiv:2409.12191, arxiv:2308.12966, eval-results, text-generation-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/openai/whisper-small,openai/whisper-small,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,3047416,599,"transformers, pytorch, tf, jax, safetensors, whisper, automatic-speech-recognition, audio, hf-asr-leaderboard, en, zh, de, es, ru, ko, fr, ja, pt, tr, pl, ca, nl, ar, sv, it, id, hi, fi, vi, he, uk, el, ms, cs, ro, da, hu, ta, no, th, ur, hr, bg, lt, la, mi, ml, cy, sk, te, fa, lv, bn, sr, az, sl, kn, et, mk, br, eu, is, hy, ne, mn, bs, kk, sq, sw, gl, mr, pa, si, km, sn, yo, so, af, oc, ka, be, tg, sd, gu, am, yi, lo, uz, fo, ht, ps, tk, nn, mt, sa, lb, my, bo, tl, mg, as, tt, haw, ln, ha, ba, jw, su, arxiv:2212.04356, license:apache-2.0, model-index, endpoints_compatible, deploy:sagemaker, deploy:azure, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-VL-2B-Instruct,Qwen/Qwen3-VL-2B-Instruct,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,3027995,463,"transformers, safetensors, qwen3_vl, image-text-to-text, conversational, arxiv:2505.09388, arxiv:2502.13923, arxiv:2409.12191, arxiv:2308.12966, license:apache-2.0, eval-results, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/microsoft/deberta-v3-base,microsoft/deberta-v3-base,AI/ML model hosted on Hugging Face Hub,UNKNOWN,fill-mask,2934162,441,"transformers, pytorch, tf, rust, deberta-v2, deberta, deberta-v3, fill-mask, en, arxiv:2006.03654, arxiv:2111.09543, license:mit, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/lmstudio-community/Qwen3.8-27B-GGUF,lmstudio-community/Qwen3.8-27B-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,2927776,45,"gguf, base_model:Qwen/Qwen3.8-27B, base_model:quantized:Qwen/Qwen3.8-27B, license:apache-2.0, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/datalab-to/chandra-ocr-2,datalab-to/chandra-ocr-2,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,2917927,499,"transformers, safetensors, qwen3_5, image-text-to-text, ocr, pdf, markdown, layout, conversational, license:openrail, eval-results, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-greek,jonatasgrosman/wav2vec2-large-xlsr-53-greek,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,2903683,4,"transformers, pytorch, jax, wav2vec2, automatic-speech-recognition, audio, speech, xlsr-fine-tuning-week, el, dataset:common_voice, doi:10.57967/hf/3579, license:apache-2.0, model-index, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-ASR-1.7B,Qwen/Qwen3-ASR-1.7B,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,2902342,1085,"safetensors, qwen3_asr, automatic-speech-recognition, arxiv:2601.21337, license:apache-2.0, eval-results, deploy:sagemaker, deploy:azure, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/facebook/wav2vec2-base,facebook/wav2vec2-base,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,2852089,126,"transformers, pytorch, wav2vec2, pretraining, speech, en, dataset:librispeech_asr, arxiv:2006.11477, license:apache-2.0, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/microsoft/Florence-2-base,microsoft/Florence-2-base,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,2826459,398,"transformers, pytorch, safetensors, florence2, image-text-to-text, vision, custom_code, arxiv:2311.06242, license:mit, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/JonathanColetti/Qwen3.8-27B-Uncensored-GGUF,JonathanColetti/Qwen3.8-27B-Uncensored-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,2812743,1051,"llama.cpp, gguf, uncensored, qwen3.8, mtp, speculative-decoding, imatrix, quantized, text-generation, en, zh, base_model:Qwen/Qwen3.8-27B, base_model:quantized:Qwen/Qwen3.8-27B, license:apache-2.0, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/mixedbread-ai/mxbai-embed-large-v1,mixedbread-ai/mxbai-embed-large-v1,AI/ML model hosted on Hugging Face Hub,UNKNOWN,feature-extraction,2807219,825,"sentence-transformers, onnx, safetensors, openvino, gguf, bert, feature-extraction, mteb, transformers.js, transformers, en, arxiv:2309.12871, license:apache-2.0, model-index, text-embeddings-inference, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/microsoft/TRELLIS-image-large,microsoft/TRELLIS-image-large,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-to-3d,2780814,675,"trellis, image-to-3d, en, arxiv:2412.01506, license:mit, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/MahmoudAshraf/mms-300m-1130-forced-aligner,MahmoudAshraf/mms-300m-1130-forced-aligner,AI/ML model hosted on Hugging Face Hub,UNKNOWN,automatic-speech-recognition,2777141,103,"transformers, pytorch, safetensors, wav2vec2, automatic-speech-recognition, mms, audio, voice, speech, forced-alignment, ab, af, ak, am, ar, as, av, ay, az, ba, bm, be, bn, bi, bo, sh, br, bg, ca, cs, ce, cv, ku, cy, da, de, dv, dz, el, en, eo, et, eu, ee, fo, fa, fj, fi, fr, fy, ff, ga, gl, gn, gu, zh, ht, ha, he, hi, hu, hy, ig, ia, ms, is, it, jv, ja, kn, ka, kk, kr, km, ki, rw, ky, ko, kv, lo, la, lv, ln, lt, lb, lg, mh, ml, mr, mk, mg, mt, mn, mi, my, nl, no, ne, ny, oc, om, or, os, pa, pl, pt, ps, qu, ro, rn, ru, sg, sk, sl, sm, sn, sd, so, es, sq, su, sv, sw, ta, tt, te, tg, tl, th, ti, ts, tr, uk, vi, wo, xh, yo, zu, za, license:cc-by-nc-4.0, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/baidu/Unlimited-OCR,baidu/Unlimited-OCR,AI/ML model hosted on Hugging Face Hub,UNKNOWN,image-text-to-text,2724383,4212,"transformers, safetensors, unlimited-ocr, feature-extraction, baidu, vision-language, ocr, custom_code, image-text-to-text, multilingual, arxiv:2606.23050, license:mit, eval-results, deploy:sagemaker, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Xenova/all-MiniLM-L6-v2,Xenova/all-MiniLM-L6-v2,AI/ML model hosted on Hugging Face Hub,UNKNOWN,feature-extraction,2721650,144,"transformers.js, onnx, bert, feature-extraction, base_model:sentence-transformers/all-MiniLM-L6-v2, base_model:quantized:sentence-transformers/all-MiniLM-L6-v2, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen2.5-Coder-7B-Instruct,Qwen/Qwen2.5-Coder-7B-Instruct,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,2712497,797,"transformers, safetensors, qwen2, text-generation, code, codeqwen, chat, qwen, qwen-coder, conversational, en, arxiv:2409.12186, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-Coder-7B, base_model:finetune:Qwen/Qwen2.5-Coder-7B, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us, deploy:sagemaker, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/BAAI/bge-reranker-large,BAAI/bge-reranker-large,AI/ML model hosted on Hugging Face Hub,UNKNOWN,feature-extraction,2675702,468,"transformers, pytorch, onnx, safetensors, xlm-roberta, text-classification, mteb, feature-extraction, en, zh, arxiv:2401.03462, arxiv:2312.15503, arxiv:2311.13534, arxiv:2310.07554, arxiv:2309.07597, license:mit, model-index, text-embeddings-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen2.5-14B-Instruct,Qwen/Qwen2.5-14B-Instruct,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,2658319,363,"transformers, safetensors, qwen2, text-generation, chat, conversational, en, arxiv:2309.00071, arxiv:2407.10671, base_model:Qwen/Qwen2.5-14B, base_model:finetune:Qwen/Qwen2.5-14B, license:apache-2.0, text-generation-inference, endpoints_compatible, region:us, deploy:sagemaker, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/trl-internal-testing/tiny-Qwen2ForSequenceClassification-2.5,trl-internal-testing/tiny-Qwen2ForSequenceClassification-2.5,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-classification,2655226,1,"transformers, safetensors, qwen2, text-classification, trl, text-embeddings-inference, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/iitolstykh/mivolo_v2,iitolstykh/mivolo_v2,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,2647955,32,"mivolo, safetensors, custom_code, arxiv:2307.04616, arxiv:2403.02302, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/RadixArk/Kimi-K3-DSpark,RadixArk/Kimi-K3-DSpark,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,2645687,55,"transformers, safetensors, qwen3, feature-extraction, speculative-decoding, dspark, dflash, specforge, sglang, long-context, text-generation, custom_code, text-generation-inference, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Alibaba-NLP/gte-reranker-modernbert-base,Alibaba-NLP/gte-reranker-modernbert-base,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-ranking,2638520,98,"transformers, onnx, safetensors, modernbert, text-classification, sentence-transformers, transformers.js, text-embeddings-inference, text-ranking, en, arxiv:2308.03281, base_model:answerdotai/ModernBERT-base, base_model:finetune:answerdotai/ModernBERT-base, license:apache-2.0, endpoints_compatible, region:us, deploy:azure",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/google/siglip2-giant-opt-patch16-384,google/siglip2-giant-opt-patch16-384,AI/ML model hosted on Hugging Face Hub,UNKNOWN,zero-shot-image-classification,2628928,44,"transformers, safetensors, siglip, vision, zero-shot-image-classification, arxiv:2502.14786, arxiv:2303.15343, arxiv:2209.06794, license:apache-2.0, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-TTS-12Hz-1.7B-CustomVoice,Qwen/Qwen3-TTS-12Hz-1.7B-CustomVoice,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-to-speech,2627391,1957,"safetensors, qwen3_tts, text-to-speech, arxiv:2601.15621, license:apache-2.0, deploy:sagemaker, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/ornith-ai/Ornith-1.0-35B,ornith-ai/Ornith-1.0-35B,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,2625625,506,"transformers, safetensors, qwen3_5_moe, image-text-to-text, text-generation, conversational, license:mit, eval-results, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/pyannote/segmentation,pyannote/segmentation,AI/ML model hosted on Hugging Face Hub,UNKNOWN,voice-activity-detection,2606223,695,"pyannote-audio, pytorch, pyannote, pyannote-audio-model, audio, voice, speech, speaker, speaker-segmentation, voice-activity-detection, overlapped-speech-detection, resegmentation, arxiv:2104.04045, license:mit, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Comfy-Org/Wan_2.1_ComfyUI_repackaged,Comfy-Org/Wan_2.1_ComfyUI_repackaged,AI/ML model hosted on Hugging Face Hub,UNKNOWN,AI_MODEL,2599034,972,"diffusion-single-file, comfyui, base_model:MAGREF-Video/MAGREF, base_model:finetune:MAGREF-Video/MAGREF, license:apache-2.0, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/sentence-transformers/all-distilroberta-v1,sentence-transformers/all-distilroberta-v1,AI/ML model hosted on Hugging Face Hub,UNKNOWN,sentence-similarity,2595705,43,"sentence-transformers, pytorch, rust, onnx, safetensors, openvino, roberta, fill-mask, feature-extraction, sentence-similarity, transformers, en, dataset:s2orc, dataset:flax-sentence-embeddings/stackexchange_xml, dataset:ms_marco, dataset:gooaq, dataset:yahoo_answers_topics, dataset:code_search_net, dataset:search_qa, dataset:eli5, dataset:snli, dataset:multi_nli, dataset:wikihow, dataset:natural_questions, dataset:trivia_qa, dataset:embedding-data/sentence-compression, dataset:embedding-data/flickr30k-captions, dataset:embedding-data/altlex, dataset:embedding-data/simple-wiki, dataset:embedding-data/QQP, dataset:embedding-data/SPECTER, dataset:embedding-data/PAQ_pairs, dataset:embedding-data/WikiAnswers, arxiv:1904.06472, arxiv:2102.07033, arxiv:2104.08727, arxiv:1704.05179, arxiv:1810.09305, license:apache-2.0, text-embeddings-inference, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/google/gemma-3-1b-it,google/gemma-3-1b-it,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,2590112,1144,"transformers, safetensors, gemma3_text, text-generation, conversational, arxiv:1905.07830, arxiv:1905.10044, arxiv:1911.11641, arxiv:1904.09728, arxiv:1705.03551, arxiv:1911.01547, arxiv:1907.10641, arxiv:1903.00161, arxiv:2009.03300, arxiv:2304.06364, arxiv:2103.03874, arxiv:2110.14168, arxiv:2311.12022, arxiv:2108.07732, arxiv:2107.03374, arxiv:2210.03057, arxiv:2106.03193, arxiv:1910.11856, arxiv:2502.12404, arxiv:2502.21228, arxiv:2404.16816, arxiv:2104.12756, arxiv:2311.16502, arxiv:2203.10244, arxiv:2404.12390, arxiv:1810.12440, arxiv:1908.02660, arxiv:2312.11805, base_model:google/gemma-3-1b-pt, base_model:finetune:google/gemma-3-1b-pt, license:gemma, eval-results, text-generation-inference, endpoints_compatible, region:us, deploy:sagemaker",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/biohub/ESMC-6B,biohub/ESMC-6B,AI/ML model hosted on Hugging Face Hub,UNKNOWN,fill-mask,2588347,31,"transformers, safetensors, esmc, fill-mask, biology, esm, protein, protein-language-model, protein-embeddings, masked-language-modeling, transfer-learning, variant-effect-prediction, protein-engineering, en, license:mit, license:other, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/openai/clip-vit-large-patch14-336,openai/clip-vit-large-patch14-336,AI/ML model hosted on Hugging Face Hub,UNKNOWN,zero-shot-image-classification,2586045,309,"transformers, pytorch, tf, clip, zero-shot-image-classification, generated_from_keras_callback, endpoints_compatible, region:us",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/ornith-ai/Ornith-1.0-35B-GGUF,ornith-ai/Ornith-1.0-35B-GGUF,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-generation,2554427,1056,"transformers, gguf, text-generation, license:mit, endpoints_compatible, region:us, conversational",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/Qwen/Qwen3-Reranker-4B,Qwen/Qwen3-Reranker-4B,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-ranking,2546793,156,"transformers, safetensors, qwen3, text-generation, sentence-transformers, text-ranking, arxiv:2506.05176, base_model:Qwen/Qwen3-4B-Base, base_model:finetune:Qwen/Qwen3-4B-Base, license:apache-2.0, endpoints_compatible, region:us, deploy:sagemaker",2026-09-11T04:52:02.520644+00:00
1.0,PRODUCT,Hugging Face Hub,https://huggingface.co/audio-cpp/audio.cpp-gguf,audio-cpp/audio.cpp-gguf,AI/ML model hosted on Hugging Face Hub,UNKNOWN,text-to-speech,2541332,118,"audio.cpp, gguf, quantized, text-to-speech, automatic-speech-recognition, voice-conversion, text-to-audio, audio-to-audio, source-separation, speaker-diarization, speech, base_model:ACE-Step/Ace-Step1.5, base_model:quantized:ACE-Step/Ace-Step1.5, license:other, region:us",2026-09-11T04:52:02.520644+00:00
